RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
5926,E900108,[국도1호선]무안교촌IC,국가교통정보센터(국도),126.4632,34.9969
5927,E900109,[국도1호선]무안목포대4,국가교통정보센터(국도),126.4302,34.9079
5928,E900110,[국도1호선]무안삼향농공단지,국가교통정보센터(국도),126.4246,34.8751
5929,E900111,[국도1호선]무안청계3,국가교통정보센터(국도),126.426,34.921
5930,E900112,[국도1호선]무안태봉IC,국가교통정보센터(국도),126.445,34.9548
5931,E900113,[국도1호선]삼향농공단지입구,국가교통정보센터(국도),126.421679,34.870012
5932,E900114,[국도1호선]세종곡교천삼거리,국가교통정보센터(국도),127.153911,36.722064
5933,E900115,[국도1호선]세종대평교차로,국가교통정보센터(국도),127.2759888,36.46292277
5934,E900116,[국도1호선]세종두만교차로,국가교통정보센터(국도),127.2857896,36.43634537
5935,E900117,[국도1호선]세종번암사거리,국가교통정보센터(국도),127.293057,36.582677
5936,E900118,[국도1호선]세종상리사거리,국가교통정보센터(국도),127.30517,36.60281
5937,E901303,[국도1호선]세종서창사거리,국가교통정보센터(국도),127.29346,36.60928
5938,E900119,[국도1호선]세종연기공단사거리,국가교통정보센터(국도),127.2796,36.55564
5939,E900120,[국도1호선]세종용수4교,국가교통정보센터(국도),127.2774549,36.4282043
5940,E900121,[국도1호선]세종유천교차로,국가교통정보센터(국도),127.17272,36.6833
5941,E900122,[국도1호선]세종전동교차로,국가교통정보센터(국도),127.27039,36.64742
5942,E900123,[국도1호선]세종전의교차로,국가교통정보센터(국도),127.19425,36.67942
5943,E900124,[국도1호선]세종홍대입구삼거리,국가교통정보센터(국도),127.29062,36.62081
5944,E900125,[국도1호선]쑥고개교차로,국가교통정보센터(국도),127.068564,35.790502
5945,E900126,[국도1호선]쑥고개인근,국가교통정보센터(국도),127.0582,35.79989
5946,E900127,[국도1호선]오산경원산업입구,국가교통정보센터(국도),127.072536111111,37.1326138888889
5947,E901304,[국도1호선]완주상개리,국가교통정보센터(국도),127.049866,35.81409
5948,E900128,[국도1호선]용복교차로,국가교통정보센터(국도),127.001121,35.753222
5949,E900129,[국도1호선]원평교차로,국가교통정보센터(국도),126.9849,35.7143
5950,E900130,[국도1호선]월전삼거리,국가교통정보센터(국도),127.021865,35.785021
5951,E900131,[국도1호선]이서교차로,국가교통정보센터(국도),127.050006,35.827316
5952,E900132,[국도1호선]익산금마육교,국가교통정보센터(국도),127.059,35.98739
5953,E900133,[국도1호선]익산여산IC,국가교통정보센터(국도),127.0826,36.0646
5954,E901305,[국도1호선]장성곰재터널,국가교통정보센터(국도),126.82627,35.419461
5955,E901306,[국도1호선]장성구산교차로,국가교통정보센터(국도),126.85193,35.355362
5956,E901307,[국도1호선]장성단전교차로,국가교통정보센터(국도),126.868611,35.382645
5957,E901308,[국도1호선]장성대악교차로,국가교통정보센터(국도),126.858004,35.371713
5958,E900134,[국도1호선]장성덕산마을부근,국가교통정보센터(국도),126.8347,35.3458
5959,E901309,[국도1호선]장성서태교차로,국가교통정보센터(국도),126.82316,35.23575
5960,E901310,[국도1호선]장성시목교차로,국가교통정보센터(국도),126.80742,35.25994
5961,E901311,[국도1호선]장성신성교차로,국가교통정보센터(국도),126.849284,35.422811
5962,E901312,[국도1호선]장성쌍웅터널,국가교통정보센터(국도),126.86103,35.410342
5963,E901313,[국도1호선]장성약수교차로,국가교통정보센터(국도),126.88113,35.399418
5964,E900135,[국도1호선]장성장성교차로,국가교통정보센터(국도),126.7854,35.2949
5965,E901314,[국도1호선]장성조산교차로,국가교통정보센터(국도),126.82106,35.437115
5966,E901315,[국도1호선]장성호남제2터널,국가교통정보센터(국도),126.812561,35.451275
5967,E901316,[국도1호선]전주청보육교,국가교통정보센터(국도),127.045166,35.868507
5968,E901317,[국도1호선]정읍박동교차로,국가교통정보센터(국도),126.878397,35.596731
5969,E901318,[국도1호선]정읍송산교차로,국가교통정보센터(국도),126.88037,35.554113
5970,E901319,[국도1호선]정읍신월교차로,국가교통정보센터(국도),126.85562,35.53579
5971,E901320,[국도1호선]정읍신월터널,국가교통정보센터(국도),126.875645,35.540299
5972,E901321,[국도1호선]정읍오성교,국가교통정보센터(국도),126.9585843,35.66337575
5973,E901322,[국도1호선]정읍왕림교차로,국가교통정보센터(국도),126.94074,35.660038
5974,E901323,[국도1호선]정읍용호교차로,국가교통정보센터(국도),126.86997,35.5775
5975,E901324,[국도1호선]정읍용호터널,국가교통정보센터(국도),126.875795,35.561764
5976,E901325,[국도1호선]정읍우산교차로,국가교통정보센터(국도),126.9078222,35.63234334
5977,E901326,[국도1호선]정읍입암교차로,국가교통정보센터(국도),126.81431,35.504883
5978,E901327,[국도1호선]정읍입암터널,국가교통정보센터(국도),126.801222,35.487925
5979,E901328,[국도1호선]정읍통석교차로,국가교통정보센터(국도),126.98157,35.70029
5980,E901329,[국도1호선]정읍화해교차로,국가교통정보센터(국도),126.884,35.61588
5981,E900136,[국도1호선]중등포저수지,국가교통정보센터(국도),126.427836,34.8544759
5982,E900137,[국도1호선]천안대홍교차로,국가교통정보센터(국도),127.1339808,36.9354648
5983,E900138,[국도1호선]천안도리티삼거리,국가교통정보센터(국도),127.16992,36.76272
5984,E900139,[국도1호선]천안매주교차로,국가교통정보센터(국도),127.1240364,36.9038706
5985,E900140,[국도1호선]천안성환철도육교,국가교통정보센터(국도),127.127985,36.93008
5986,E900141,[국도1호선]천안안궁삼거리,국가교통정보센터(국도),127.118797,36.9646612
5987,E900142,[국도1호선]천안우신2교차로,국가교통정보센터(국도),127.119411,36.923973
5988,E900143,[국도1호선]천안홍경교,국가교통정보센터(국도),127.1338,36.94494
5989,E900144,[국도1호선]태인교차로,국가교통정보센터(국도),126.9336,35.65538
5990,E901330,[국도1호선]파주금촌신사거리,국가교통정보센터(국도),126.79191,37.769077
5991,E900145,[국도1호선]파주등원교차로,국가교통정보센터(국도),126.8020416,37.7556472
5992,E901331,[국도1호선]파주문산사거리,국가교통정보센터(국도),126.78869,37.854095
5993,E901332,[국도1호선]파주봉암4리입구,국가교통정보센터(국도),126.791696,37.832964
5994,E901333,[국도1호선]파주봉일천4리,국가교통정보센터(국도),126.8197166,37.7388
5995,E901339,[국도1호선]파주봉일천사거리,국가교통정보센터(국도),126.804886,37.747223
5996,E901334,[국도1호선]파주여우고개사거리,국가교통정보센터(국도),126.7875222,37.8732194
5997,E901335,[국도1호선]파주월롱교,국가교통정보센터(국도),126.7925806,37.80049444
5998,E900146,[국도1호선]파주자유IC,국가교통정보센터(국도),126.7516,37.8943638
5999,E901336,[국도1호선]파주자유초등학교,국가교통정보센터(국도),126.788757,37.865349
6000,E901337,[국도1호선]파주통일공원앞,국가교통정보센터(국도),126.7884694,37.8483361
6001,E901338,[국도1호선]파주파주여고앞,국가교통정보센터(국도),126.789898,37.773025
6002,E901340,[국도1호선]평택갈곶리삼거리,국가교통정보센터(국도),127.06629,37.124855
6003,E900147,[국도1호선]함평학교4,국가교통정보센터(국도),126.5336,35.0209
6004,E901341,[국도1호선]함평해정사거리,국가교통정보센터(국도),126.525685,35.019197
6005,E900148,[국도1호선]해전교차로,국가교통정보센터(국도),127.0496213,35.8975322
6006,E900149,[국도1호선]혁신도시외부,국가교통정보센터(국도),127.047381,35.850985
6007,E901342,[국도20]경주감산복지회관,국가교통정보센터(국도),129.054758,35.785678
6008,E901343,[국도20]경주강동산업단지,국가교통정보센터(국도),129.317856,35.956467
6009,E901344,[국도20]경주검단산업단지(말구불터널동측),국가교통정보센터(국도),129.200508,35.921826
6010,E901345,[국도20]경주내원사입구(건천IC),국가교통정보센터(국도),129.078593,35.834926
6011,E901346,[국도20]경주내일1리,국가교통정보센터(국도),129.0568709,35.7765727
6012,E901347,[국도20]경주단석로샛길,국가교통정보센터(국도),129.049065,35.781708
6013,E901348,[국도20]경주당고개,국가교통정보센터(국도),129.063816,35.796218
6014,E901349,[국도20]경주당채골,국가교통정보센터(국도),129.062259,35.795132
6015,E901350,[국도20]경주말구불터널서측,국가교통정보센터(국도),129.184662,35.90695
6016,E901351,[국도20]경주매곡교,국가교통정보센터(국도),128.986688,35.761376
6017,E901352,[국도20]경주방동길삼거리,국가교통정보센터(국도),129.02357,35.759348
6018,E901353,[국도20]경주북경주IC(하행),국가교통정보센터(국도),129.2471,35.93833
6019,E901354,[국도20]경주사방교차로,국가교통정보센터(국도),129.22647,35.934418
6020,E901370,[국도20]경주시립노인전문병원,국가교통정보센터(국도),129.163426,35.873018
6021,E901355,[국도20]경주신경주요양병원입구,국가교통정보센터(국도),129.073775,35.82295
6022,E901356,[국도20]경주신원2교,국가교통정보센터(국도),129.00645,35.75995
6023,E901357,[국도20]경주어머리정류장,국가교통정보센터(국도),129.066142,35.802526
6024,E901358,[국도20]경주영각사입구,국가교통정보센터(국도),129.071185,35.813661
6025,E901359,[국도20]경주오즈의작은동물원,국가교통정보센터(국도),129.072897,35.827287
6026,E901360,[국도20]경주왕신교차로,국가교통정보센터(국도),129.29959,35.95008
6027,E901361,[국도20]경주우중골정류장,국가교통정보센터(국도),129.066833,35.8064324
6028,E901362,[국도20]경주의곡1리입구,국가교통정보센터(국도),129.04767,35.759632
6029,E901363,[국도20]경주제2의곡교,국가교통정보센터(국도),129.041869,35.757742
6030,E901364,[국도20]경주천북산업단지2,국가교통정보센터(국도),129.261509,35.941106
6031,E901365,[국도20]경주천포3교,국가교통정보센터(국도),129.089556,35.857158
6032,E901366,[국도20]경주천포삼거리(건천IC),국가교통정보센터(국도),129.089185,35.84152
6033,E901367,[국도20]경주현곡교차로,국가교통정보센터(국도),129.17061,35.89141
6034,E901368,[국도20]경주형산강교,국가교통정보센터(국도),129.242681,35.937384
6035,E901369,[국도20]경주호반휴게소,국가교통정보센터(국도),128.97817,35.767843
6036,E901371,[국도20]산청남사교,국가교통정보센터(국도),127.942732,35.272359
6037,E901372,[국도20]산청덕문교,국가교통정보센터(국도),127.889481,35.271616
6038,E901373,[국도20]산청덕산1교,국가교통정보센터(국도),127.847625,35.270015
6039,E901374,[국도20]산청덕양교,국가교통정보센터(국도),127.783372,35.253139
6040,E901375,[국도20]산청덕천강휴게소,국가교통정보센터(국도),127.880861,35.269169
6041,E901376,[국도20]산청도리1교,국가교통정보센터(국도),128.052752,35.35402
6042,E901377,[국도20]산청도전교,국가교통정보센터(국도),128.012476,35.337437
6043,E901378,[국도20]산청문대삼거리,국가교통정보센터(국도),128.001237,35.33519
6044,E901379,[국도20]산청반천1교,국가교통정보센터(국도),127.805305,35.242321
6045,E901380,[국도20]산청배양교,국가교통정보센터(국도),127.95571,35.27941
6046,E901381,[국도20]산청법평교,국가교통정보센터(국도),128.064658,35.360443
6047,E901382,[국도20]산청삼당교,국가교통정보센터(국도),127.777158,35.270093
6048,E901383,[국도20]산청삼당마을회관,국가교통정보센터(국도),127.778369,35.263075
6049,E901384,[국도20]산청상정저수지,국가교통정보센터(국도),127.988769,35.3156
6050,E901385,[국도20]산청성내육교,국가교통정보센터(국도),127.961379,35.299431
6051,E901386,[국도20]산청외공마을회관,국가교통정보센터(국도),127.814792,35.242651
6052,E901387,[국도20]산청원리1교,국가교통정보센터(국도),127.830202,35.266484
6053,E901388,[국도20]산청자양유원지,국가교통정보센터(국도),127.861407,35.266791
6054,E901389,[국도20]산청장란교,국가교통정보센터(국도),128.036189,35.341993
6055,E901390,[국도20]산청점동마을회관,국가교통정보센터(국도),127.823621,35.255504
6056,E901391,[국도20]산청중산교,국가교통정보센터(국도),127.767282,35.284547
6057,E901392,[국도20]산청중산보건소,국가교통정보센터(국도),127.754747,35.291138
6058,E901393,[국도20]산청창촌삼거리,국가교통정보센터(국도),127.899266,35.262839
6059,E901394,[국도20]산청청현교,국가교통정보센터(국도),127.997007,35.321564
6060,E901395,[국도20]산청하신교,국가교통정보센터(국도),127.789623,35.245288
6061,E901396,[국도20]산청하정육교,국가교통정보센터(국도),127.976643,35.309004
6062,E901397,[국도20]산청호암교,국가교통정보센터(국도),127.928535,35.269953
6063,E901398,[국도20]의령가례교,국가교통정보센터(국도),128.246767,35.317594
6064,E901399,[국도20]의령교암사거리,국가교통정보센터(국도),128.288405,35.330949
6065,E901400,[국도20]의령다사교차로,국가교통정보센터(국도),128.142876,35.362201
6066,E901401,[국도20]의령마쌍교차로,국가교통정보센터(국도),128.112399,35.37004
6067,E901402,[국도20]의령백야오거리,국가교통정보센터(국도),128.28161,35.317483
6068,E901403,[국도20]의령봉두교차로,국가교통정보센터(국도),128.219423,35.334713
6069,E901404,[국도20]의령불양암,국가교통정보센터(국도),128.323085,35.368475
6070,E901405,[국도20]의령산남저수지,국가교통정보센터(국도),128.181881,35.348786
6071,E901406,[국도20]의령양촌교차로,국가교통정보센터(국도),128.165457,35.354818
6072,E901407,[국도20]의령용소교,국가교통정보센터(국도),128.295537,35.346475
6073,E901408,[국도20]의령의령농협건조저장시설,국가교통정보센터(국도),128.331475,35.391078
6074,E901409,[국도20]의령의병사거리,국가교통정보센터(국도),128.262719,35.316923
6075,E901410,[국도20]의령정곡삼거리,국가교통정보센터(국도),128.325811,35.376009
6076,E901411,[국도20]의령죽전교차로,국가교통정보센터(국도),128.314075,35.36941
6077,E901412,[국도20]의령진등재터널남측,국가교통정보센터(국도),128.302299,35.356072
6078,E901413,[국도20]의령진등재터널북측,국가교통정보센터(국도),128.306696,35.36852
6079,E901414,[국도20]창녕갈동소류지,국가교통정보센터(국도),128.542209,35.613647
6080,E901415,[국도20]창녕계상리,국가교통정보센터(국도),128.52231,35.592411
6081,E901416,[국도20]창녕고암면사무소,국가교통정보센터(국도),128.511771,35.582282
6082,E901417,[국도20]창녕곰터고개,국가교통정보센터(국도),128.507106,35.561327
6083,E901418,[국도20]창녕대지농공단지입구,국가교통정보센터(국도),128.46161,35.534224
6084,E901419,[국도20]창녕미구마을,국가교통정보센터(국도),128.395851,35.51172
6085,E901420,[국도20]창녕방리삼거리,국가교통정보센터(국도),128.531386,35.599121
6086,E901421,[국도20]창녕불당골인근,국가교통정보센터(국도),128.41918,35.52391
6087,E901422,[국도20]창녕비티재삼거리,국가교통정보센터(국도),128.545589,35.617293
6088,E901423,[국도20]창녕비티재쉼터,국가교통정보센터(국도),128.542922,35.617058
6089,E901424,[국도20]창녕우천교,국가교통정보센터(국도),128.505844,35.566988
6090,E901425,[국도20]창녕유어교,국가교통정보센터(국도),128.378933,35.518197
6091,E901426,[국도20]창녕유어파출소,국가교통정보센터(국도),128.410327,35.50672
6092,E901427,[국도20]창녕이남삼거리,국가교통정보센터(국도),128.364537,35.5303
6093,E901428,[국도20]창녕이문재저수지,국가교통정보센터(국도),128.506281,35.551373
6094,E901429,[국도20]창녕제설자재보관창고인접,국가교통정보센터(국도),128.524167,35.599167
6095,E901430,[국도20]창녕조산삼거리,국가교통정보센터(국도),128.487448,35.541357
6096,E901431,[국도20]창녕중대교,국가교통정보센터(국도),128.508979,35.576636
6097,E901432,[국도20]창녕창녕육교,국가교통정보센터(국도),128.473917,35.537995
6098,E901433,[국도20]창녕학성마을회관,국가교통정보센터(국도),128.452412,35.534251
6099,E901434,[국도20]창녕한우단지앞,국가교통정보센터(국도),128.424867,35.524791
6100,E901435,[국도20]청도각남교,국가교통정보센터(국도),128.683482,35.652066
6101,E901436,[국도20]청도개산,국가교통정보센터(국도),128.933017,35.742135
6102,E901437,[국도20]청도건천육교,국가교통정보센터(국도),128.618805,35.632712
6103,E901438,[국도20]청도곰티재터널동측,국가교통정보센터(국도),128.797025,35.691195
6104,E901439,[국도20]청도공암리법륜사,국가교통정보센터(국도),128.958874,35.757455
6105,E901440,[국도20]청도공암리법륜사1,국가교통정보센터(국도),128.95953,35.761951
6106,E901441,[국도20]청도관하교,국가교통정보센터(국도),128.816563,35.70583
6107,E901442,[국도20]청도관하천,국가교통정보센터(국도),128.846013,35.672626
6108,E901443,[국도20]청도구곡교,국가교통정보센터(국도),128.667415,35.641263
6109,E901444,[국도20]청도금곡교,국가교통정보센터(국도),128.562638,35.631003
6110,E901445,[국도20]청도금곡리경로회관,국가교통정보센터(국도),128.866251,35.680901
6111,E901446,[국도20]청도금천네거리,국가교통정보센터(국도),128.895201,35.686018
6112,E901447,[국도20]청도대천삼거리,국가교통정보센터(국도),128.915488,35.717042
6113,E901448,[국도20]청도덕산2길,국가교통정보센터(국도),128.802398,35.699155
6114,E901449,[국도20]청도동곡네거리,국가교통정보센터(국도),128.888013,35.692899
6115,E901450,[국도20]청도동곡삼거리,국가교통정보센터(국도),128.895073,35.691631
6116,E901451,[국도20]청도동곡재휴게소,국가교통정보센터(국도),128.87471,35.692848
6117,E901452,[국도20]청도동산초등학교동측,국가교통정보센터(국도),128.854322,35.666294
6118,E901453,[국도20]청도매전교삼거리,국가교통정보센터(국도),128.865861,35.675065
6119,E901454,[국도20]청도매전면처진소나무,국가교통정보센터(국도),128.859281,35.669764
6120,E901455,[국도20]청도모강교차로,국가교통정보센터(국도),128.750632,35.650485
6121,E901456,[국도20]청도모른골지,국가교통정보센터(국도),128.896729,35.696529
6122,E901457,[국도20]청도바우골,국가교통정보센터(국도),128.946543,35.753943
6123,E901458,[국도20]청도바우골1,국가교통정보센터(국도),128.948326,35.756639
6124,E901459,[국도20]청도바우골2,국가교통정보센터(국도),128.948077,35.757198
6125,E901460,[국도20]청도방지2리입구,국가교통정보센터(국도),128.907583,35.711185
6126,E901461,[국도20]청도부야교차로,국가교통정보센터(국도),128.779051,35.669866
6127,E901462,[국도20]청도비티재공원,국가교통정보센터(국도),128.54846,35.619947
6128,E901463,[국도20]청도삼화사,국가교통정보센터(국도),128.771971,35.659404
6129,E901464,[국도20]청도상령지,국가교통정보센터(국도),128.869435,35.689853
6130,E901465,[국도20]청도상평신리교,국가교통정보센터(국도),128.823215,35.702922
6131,E901466,[국도20]청도서상교차로,국가교통정보센터(국도),128.69471,35.65732
6132,E901467,[국도20]청도신당교차로,국가교통정보센터(국도),128.645817,35.639579
6133,E901468,[국도20]청도운문댐삼거리,국가교통정보센터(국도),128.918295,35.734914
6134,E901469,[국도20]청도원당교차로,국가교통정보센터(국도),128.762494,35.651328
6135,E901470,[국도20]청도월촌정류장,국가교통정보센터(국도),128.835488,35.683959
6136,E901471,[국도20]청도재풀골,국가교통정보센터(국도),128.946657,35.760765
6137,E901472,[국도20]청도절매골,국가교통정보센터(국도),128.93438,35.752074
6138,E901473,[국도20]청도지촌2교,국가교통정보센터(국도),128.970051,35.769278
6139,E901474,[국도20]청도청강연수원,국가교통정보센터(국도),128.882545,35.695374
6140,E901475,[국도20]청도청려로,국가교통정보센터(국도),128.579746,35.625241
6141,E901476,[국도20]청도하평리정류장,국가교통정보센터(국도),128.829976,35.695233
6142,E901477,[국도20]청도한농농산근처,국가교통정보센터(국도),128.546944,35.625278
6143,E901478,[국도20]청도합천교,국가교통정보센터(국도),128.708344,35.653212
6144,E901479,[국도20]청도홀빈휴게소,국가교통정보센터(국도),128.900514,35.703294
6145,E901480,[국도20]청도흑서1리입구,국가교통정보센터(국도),128.595047,35.628317
6146,E901481,[국도20]포항우복교차로,국가교통정보센터(국도),129.3474,35.96888
6147,E901482,[국도20호선]경주앵기목골,국가교통정보센터(국도),129.0596,35.7933958
6148,E901483,[국도20호선]경주천북산업단지1,국가교통정보센터(국도),129.2708,35.94363
6149,E901484,[국도20호선]의령가례교차로,국가교통정보센터(국도),128.233546,35.327802
6150,E901485,[국도20호선]의령문산사입구,국가교통정보센터(국도),128.326819,35.371175
6151,E901486,[국도20호선]의령입암교차로,국가교통정보센터(국도),128.199677,35.338108
6152,E901487,[국도20호선]창녕대대리,국가교통정보센터(국도),128.427534,35.528144
6153,E901488,"[국도20호선]창녕딱박골,창녕나무골사이길",국가교통정보센터(국도),128.5125,35.589443
6154,E901489,[국도20호선]창녕본초리,국가교통정보센터(국도),128.449415,35.536237
6155,E901490,[국도20호선]창녕선소리,국가교통정보센터(국도),128.41576,35.516995
6156,E901491,[국도20호선]창녕성산리,국가교통정보센터(국도),128.36948,35.523031
6157,E901492,[국도20호선]창녕우포생태본원,국가교통정보센터(국도),128.430184,35.53461
6158,E901493,[국도20호선]청도곰티재터널서측,국가교통정보센터(국도),128.782926,35.683729
6159,E901494,[국도20호선]청도막곡교차로,국가교통정보센터(국도),128.720392,35.651552
6160,E901495,[국도20호선]포항우복지부근,국가교통정보센터(국도),129.33502,35.963802
6161,E901497,[국도21]보령개화교,국가교통정보센터(국도),126.657978,36.296135
6162,E901498,[국도21]보령금암삼거리,국가교통정보센터(국도),126.633773,36.200137
6163,E901499,[국도21]보령남포교차로,국가교통정보센터(국도),126.615582,36.309397
6164,E901500,[국도21]보령대창사거리,국가교통정보센터(국도),126.59804,36.2335
6165,E901501,[국도21]보령두룡1교차로,국가교통정보센터(국도),126.589668,36.267245
6166,E901502,[국도21]보령명천교차로,국가교통정보센터(국도),126.620033,36.335438
6167,E901503,[국도21]보령벽동교,국가교통정보센터(국도),126.604225,36.22599
6168,E901504,[국도21]보령보령휴게소,국가교통정보센터(국도),126.6015803,36.46532788
6169,E901505,[국도21]보령사현교,국가교통정보센터(국도),126.599294,36.292967
6170,E901506,[국도21]보령신구리,국가교통정보센터(국도),126.62172,36.17989
6171,E901507,[국도21]보령야룡삼거리,국가교통정보센터(국도),126.62903,36.197575
6172,E901508,[국도21]보령옥서교,국가교통정보센터(국도),126.61148,36.302593
6173,E901509,[국도21]보령웅천장례식장,국가교통정보센터(국도),126.58716,36.245914
6174,E901510,[국도21]보령주교사거리,국가교통정보센터(국도),126.56926,36.39707
6175,E901511,[국도21]보령주산산업단지교차로,국가교통정보센터(국도),126.62864,36.20533
6176,E901512,[국도21]보령주포제2농공단지(사각),국가교통정보센터(국도),126.5728291,36.39108062
6177,E901513,[국도21]보령창암리,국가교통정보센터(국도),126.610667,36.22113
6178,E901514,[국도21]보령통남삼거리,국가교통정보센터(국도),126.5891712,36.42555616
6179,E901515,[국도21]보령판미교차로,국가교통정보센터(국도),126.675395,36.291322
6180,E901516,[국도21]보령흥덕교,국가교통정보센터(국도),126.61753,36.32113
6181,E901517,[국도21]서천관리교차로,국가교통정보센터(국도),126.61785,36.122128
6182,E901518,[국도21]서천국립생태원입구,국가교통정보센터(국도),126.723815,36.025873
6183,E901519,[국도21]서천다사교차로,국가교통정보센터(국도),126.63286,36.11261
6184,E901520,[국도21]서천당정교차로,국가교통정보센터(국도),126.65932,36.097645
6185,E901521,[국도21]서천부내교차로,국가교통정보센터(국도),126.648447,36.104396
6186,E901522,[국도21]서천성북교,국가교통정보센터(국도),126.60937,36.157151
6187,E901523,[국도21]서천장포교차로,국가교통정보센터(국도),126.606084,36.128147
6188,E901524,[국도21]세교지하차도세교1,국가교통정보센터(국도),127.0877001,36.7800207
6189,E901525,[국도21]세교지하차도세교2,국가교통정보센터(국도),127.091289,36.7813788
6190,E901526,[국도21]세교지하차도세교3,국가교통정보센터(국도),127.0939251,36.7822116
6191,E901527,[국도21]세교지하차도세교4,국가교통정보센터(국도),127.0969419,36.7834548
6192,E901528,[국도21]아산경찰인재개발원,국가교통정보센터(국도),126.9944,36.74517
6193,E901529,[국도21]아산공수교차로,국가교통정보센터(국도),127.06552,36.77941
6194,E901530,[국도21]아산금산리교차로,국가교통정보센터(국도),126.8675985,36.74708575
6195,E901531,[국도21]아산금산삼거리,국가교통정보센터(국도),126.88243,36.74882
6196,E901532,[국도21]아산순천향대삼거리,국가교통정보센터(국도),126.930613,36.772996
6197,E901533,[국도21]아산와산삼거리,국가교통정보센터(국도),126.915047,36.76128231
6198,E901534,[국도21]아산은수교차로,국가교통정보센터(국도),127.07905,36.77721
6199,E901535,[국도21]아산읍내리,국가교통정보센터(국도),126.942101,36.776011
6200,E901536,[국도21]아산좌부교차로,국가교통정보센터(국도),127.0320787,36.7568056
6201,E901537,[국도21]아산평촌리,국가교통정보센터(국도),127.004646,36.742249
6202,E901538,[국도21]아산행목교차로,국가교통정보센터(국도),126.94548,36.770216
6203,E901539,[국도21]아산향산사거리,국가교통정보센터(국도),126.91179,36.75875
6204,E901540,[국도21]아산황산육교,국가교통정보센터(국도),126.95754,36.75848
6205,E901541,[국도21]예산관작삼거리,국가교통정보센터(국도),126.832048,36.714403
6206,E901542,[국도21]예산신례원1교,국가교통정보센터(국도),126.8317307,36.72284282
6207,E901543,[국도21]예산예산과선교,국가교통정보센터(국도),126.801116,36.68248057
6208,E901544,[국도21]예산예산수덕사IC,국가교통정보센터(국도),126.783001,36.672735
6209,E901545,[국도21]예산점촌삼거리,국가교통정보센터(국도),126.8541226,36.73430768
6210,E901546,[국도21]예산지석리,국가교통정보센터(국도),126.75986,36.6522
6211,E901547,[국도21]음성금왕꽃동네IC,국가교통정보센터(국도),127.55587,36.949226
6212,E901548,[국도21]음성내송교차로,국가교통정보센터(국도),127.56517,36.99463
6213,E901549,[국도21]음성덕동교,국가교통정보센터(국도),127.577895,37.00185
6214,E901550,[국도21]음성도신교차로,국가교통정보센터(국도),127.603075,37.023384
6215,E901551,[국도21]음성마산교차로,국가교통정보센터(국도),127.545676,36.936883
6216,E901552,[국도21]음성병암교차로,국가교통정보센터(국도),127.607445,37.030983
6217,E901553,[국도21]음성본성교차로,국가교통정보센터(국도),127.538246,36.9278
6218,E901554,[국도21]음성새터교,국가교통정보센터(국도),127.564752,36.96883
6219,E901555,[국도21]음성생극교차로,국가교통정보센터(국도),127.61159,37.037285
6220,E901556,[국도21]음성신돈교차로,국가교통정보센터(국도),127.53709,36.916534
6221,E901557,[국도21]음성오선교차로,국가교통정보센터(국도),127.563696,36.986398
6222,E901558,[국도21]음성오선산업단지교차로,국가교통정보센터(국도),127.56568,36.976135
6223,E901559,[국도21]음성유촌교차로,국가교통정보센터(국도),127.561775,36.95908
6224,E901560,[국도21]음성정생교차로,국가교통정보센터(국도),127.59746,37.007423
6225,E901561,[국도21]장재지하차도장재1,국가교통정보센터(국도),127.111494,36.784588
6226,E901562,[국도21]장재지하차도장재2,국가교통정보센터(국도),127.108665,36.784556
6227,E901563,[국도21]진천금암리(1/2),국가교통정보센터(국도),127.38448,36.82605
6228,E901564,[국도21]진천금암리(2/2),국가교통정보센터(국도),127.3895411,36.82758155
6229,E901565,[국도21]진천금암리입구교차로,국가교통정보센터(국도),127.38116,36.82402
6230,E901566,[국도21]진천벽암리,국가교통정보센터(국도),127.43565,36.8584
6231,E901567,[국도21]진천보탑사삼거리,국가교통정보센터(국도),127.394675,36.828373
6232,E901568,[국도21]진천산수교차로,국가교통정보센터(국도),127.488523,36.888039
6233,E901569,[국도21]진천성석리(사각),국가교통정보센터(국도),127.4535554,36.86476505
6234,E901570,[국도21]진천성석사거리,국가교통정보센터(국도),127.4425,36.86466
6235,E901571,[국도21]진천성암교,국가교통정보센터(국도),127.4012698,36.82710725
6236,E901572,[국도21]진천성암초등학교,국가교통정보센터(국도),127.40736,36.82525
6237,E901573,[국도21]진천송두산업단지교차로,국가교통정보센터(국도),127.46152,36.8695
6238,E901574,[국도21]진천옥동교차로,국가교통정보센터(국도),127.51524,36.895016
6239,E901575,[국도21]진천용몽교차로,국가교통정보센터(국도),127.525293,36.908431
6240,E901496,[국도21]진천잣고개(취약),국가교통정보센터(국도),127.414192,36.837311
6241,E901576,[국도21]진천진천여자중학교,국가교통정보센터(국도),127.45824,36.8672
6242,E901577,[국도21]진천한천교,국가교통정보센터(국도),127.50172,36.894978
6243,E901578,[국도21]진천행정리(취약),국가교통정보센터(국도),127.417237,36.844841
6244,E901579,[국도21]진천향토민속전시관,국가교통정보센터(국도),127.421906,36.847366
6245,E901580,[국도21]천안구도리,국가교통정보센터(국도),127.326025,36.761293
6246,E901581,[국도21]천안덕성2리,국가교통정보센터(국도),127.3699871,36.79979542
6247,E901582,[국도21]천안덕성리,국가교통정보센터(국도),127.37578,36.80997
